plant_species,plant_part,extraction_solvent,extraction_method,concentration_mg_per_ml,crop_species,crop_variety,germination_percent,root_length_mm,shoot_length_mm,total_phenolic_content_mg_gae_per_g,compound_lantadene_a,compound_lantadene_b,compound_lantadene_c,compound_lantadene_d,compound_icterogenin,compound_luteolin,compound_hispidulin,compound_quercetin,compound_kaempferol,compound_caffeic_acid,compound_chlorogenic_acid,compound_caryophyllene,compound_alpha_humulene,compound_alpha_pinene,compound_camphene,compound_linalool,agg_mw,agg_tpsa,agg_logp,agg_hbd,agg_hba,agg_rotatable_bonds,agg_aromatic_rings,agg_heavy_atom_count,agg_fraction_csp3
lantana camara,leaf,aqueous,aqueous extraction,49.6715,oryza sativa,,20.265062326128337,14.162321245216985,18.374165918355047,21.5,0.9110063417890522,0.9331110648051676,0.8883147191198533,0.9502086230876216,0.9993739565943238,0.9060871377944548,0.9227683049147442,0.4297037964121819,0.9563039242972446,0.4584028009336445,0.7605806390800265,0.8101746745123478,0.8251255580357143,0.3121203559824834,0.3101015801354401,0.7067167292448895,304.72882834288407,64.3258659792195,3.9475043954714497,1.8583881519365224,3.3180127634436687,1.7907117084632327,0.8992949350046806,22.123759814330967,0.4723055996671724
parthenium hysterophorus,leaf,aqueous,aqueous extraction,0.0,zea mays,,58.29262229756917,57.95775084874569,77.18439743681061,15.86,0.0,0.0,0.0,0.0,0.0,0.4796747967479675,0.0,0.5632040050062579,0.0,0.6969823274424809,0.8194928834008861,0.2140110271973312,0.0,0.0,0.0,0.0,278.63383574635907,114.12040320730748,1.3156359592177567,4.234070642076107,5.577111791316832,2.1377734024794917,1.6749009053815453,20.06585424113122,0.16073886717376454
lantana camara,leaf,aqueous,aqueous extraction,50.5827,oryza sativa,,21.61884674297787,15.462943759298833,18.65480833213956,23.72,0.7991071428571428,0.7488365631728833,0.8306384397399567,0.936578581363004,0.96661101836394,0.7986241400875548,0.8577398863256436,0.3514810179390906,0.7433899248538826,0.5683561187062354,0.6324818550287492,0.8073483760366956,0.9421735491071428,0.3876960022602062,0.412951467268623,0.6138923654568211,298.7034340643662,60.648416866559174,3.983595282660925,1.7373894169245054,3.114021793004828,1.742552876533178,0.8294981998682482,21.694177587182928,0.4809248692964167
lantana camara,leaf,aqueous,aqueous extraction,24.6172,phaseolus vulgaris,,50.38090166491275,40.00294156217788,47.835999617726856,11.74,0.987691922563418,0.9026186010974508,0.9961660276712786,0.991933240611961,0.9745409015025042,0.9066082968521992,0.8582413908391843,0.4165623696287026,0.9384915112719175,0.536428809603201,0.6012819304364219,0.9521382569614976,0.8082449776785714,0.3631162593586665,0.373165914221219,0.500834376303713,304.51076855770236,61.963598596655515,4.0581129442685135,1.760486274335529,3.190593643693463,1.7133415864118895,0.8669776410043231,22.122569089597658,0.4793898545925869
lantana camara,leaf,aqueous,aqueous extraction,49.9015,zea mays,,20.702671506659385,15.484814846131831,17.79393977903893,7.76,0.8056992656875834,0.7257067444606515,0.941656942823804,0.97663421418637,0.7349749582637729,0.825515947467167,0.8704446673353393,0.3747392574050897,0.6821597550793209,0.4448982994331443,0.6479404279385427,0.8708242598341288,0.9296875,0.3970193530159627,0.2966986455981941,0.6787651230705048,299.51560340077936,60.73462454670863,3.9930157019358616,1.7413242292284692,3.1300228000549897,1.7587375941814,0.8346971920852608,21.75295307069223,0.48375782346683505
lantana camara,leaf,ethyl_acetate,solvent extraction,0.0,sorghum bicolor,,63.8112468643963,59.896927170197394,79.9611297494486,25.22,0.9358728304405874,0.7762033757032716,0.9354892482080348,0.6965229485396384,0.6825959933222037,0.9722743381279968,0.9363089267803408,0.398936170212766,0.8296688004453103,0.5560186728909636,0.6050523140729569,0.6917944678682296,0.9260602678571428,0.3944059895465461,0.3840293453724605,0.6011681268251983,294.5422647760094,62.63689110168456,3.844870334881616,1.8417150872253574,3.2351435021698385,1.6993595832850867,0.9337802937291253,21.400087056581267,0.45673497765039395
lantana camara,leaves,aqueous,aqueous extraction,66.7,brassica chinensis,,18.92280381243325,12.96041791398907,17.666367079648975,,0.7371078104138853,0.9173438910884212,0.7064510751791967,0.6962447844228095,0.726627712854758,0.9179695643110278,0.837178201270478,0.458906967042136,0.8232674645143335,0.4737412470823607,0.585729097935715,0.9404624009637216,0.70068359375,0.3382539906766492,0.3184255079006772,0.6852315394242804,299.08483849188224,63.541343141149866,3.8953434823604307,1.8639949770977902,3.282734959264917,1.7413521808397996,0.9362838903192641,21.726397671387573,0.46098606111623275
lantana camara,leaf,aqueous,aqueous extraction,99.5237,triticum aestivum,,9.1612832806971,6.53554196245477,7.851448683018519,17.36,0.9848130841121496,0.9432520664027229,0.7591265210868479,0.6853963838664812,0.9818447412353924,0.8512612049197416,0.7393848211300568,0.4704839382561536,0.8344002226551629,0.4068856285428476,0.7080780469412762,0.8013251169902239,0.6867327008928572,0.4129820596129397,0.3558126410835214,0.721735502711723,299.64576526506823,62.65238526030806,3.9093089330334685,1.8224975293270005,3.225426345975117,1.767349398238068,0.8640667828700861,21.75311384484647,0.4812615866826793
lantana camara,leaf,aqueous,aqueous extraction,5.0835,zea mays,,66.63674659159553,61.85674301671021,67.76693779800398,11.8,0.7756592122830441,0.8267694658609432,0.9928321386897816,0.8261474269819193,0.7113939899833055,0.7160725453408381,0.7811768639251087,0.4985398414685024,0.6732535485666574,0.4906635545181727,0.7502120840795551,0.9771579483853032,0.9981166294642856,0.2885294533126147,0.3593397291196388,0.6120150187734669,299.34544603281574,61.314384134423655,3.96197090091365,1.7779354600296648,3.1450064991035216,1.7487007388494655,0.8200126696586978,21.7339593342656,0.4824308898286446
lantana camara,leaf,aqueous,aqueous extraction,0.0,oryza sativa,,76.21648953648236,66.40278076394003,87.28258463058721,18.65,0.9919893190921228,0.7492533166631937,0.7499583263877313,0.7140472878998609,0.9551335559265444,0.9037940379403794,0.8253092611166833,0.4826866916979558,0.7447815196214863,0.4342280760253417,0.6975209727589783,0.957651855627114,0.9002511160714286,0.3577482695295946,0.396726862302483,0.5976220275344181,295.564716129626,61.23646540935951,3.90701374200986,1.7959537921071027,3.1588658766097897,1.709229823945753,0.8728268827325489,21.470648888096413,0.4736227313821768
chromolaena odorata,leaf,aqueous,aqueous extraction,51.8374,zea mays,,22.795360039867457,18.590231869167624,21.2545645104206,23.77,0.0,0.0,0.0,0.0,0.0,0.606733375026058,0.0,0.7660617438464749,0.0,0.4933311103701234,0.0,0.3522216559329102,0.0,0.3327447379573386,0.0,0.0,241.42476576045757,80.91339997181505,2.440439440775267,3.0329104793322466,4.109151386012187,1.062948076034799,1.8077416810230273,17.635790272563895,0.19078475973464554
lantana camara,root,aqueous,aqueous extraction,10.2728,triticum aestivum,,76.23357398846494,60.60491159131604,72.67952033135884,1.0,0.7530040053404539,1.0,0.9063177196199368,0.6834492350486786,0.6884390651085142,0.9193245778611632,0.8348378468739551,0.4137463496036713,0.6768716949624269,0.5886962320773591,0.6121217833914601,0.9075198072557106,0.8634905133928571,0.3519564910298065,0.4184537246049661,0.622444722569879,298.2610701512162,61.74519349018169,3.9392030854526876,1.786890306106704,3.171611977806176,1.7226282195717981,0.8660654711326069,21.66260656530087,0.47249996186297816
lantana camara,leaf,aqueous,aqueous extraction,0.9955,triticum aestivum,,74.26228375614325,65.76287667433819,77.06617424113801,15.45,0.7893858477970628,0.716816003334028,0.9574929154859144,0.8687065368567455,0.7124373956594324,0.7893475088597041,0.8430290872617854,0.41093032957864,0.7770665182298914,0.4612370790263421,0.594023941936092,0.9628874577213548,0.8923688616071428,0.3792908602910015,0.3412810383747178,0.5665415102211098,297.9489076453266,60.59157890802244,3.9854445076544227,1.7490633053619526,3.125652381535534,1.7082805705951136,0.8602111993678321,21.64847697160514,0.4770396719614707
lantana camara,leaf,aqueous,aqueous extraction,50.2344,oryza sativa,,25.02192633637871,17.351585803297183,22.50078868784683,14.24,0.685580774365821,0.985483086754185,0.9938323053842308,0.9143254520166898,0.8230383973288815,0.7613091515530541,0.8681043129388164,0.4062369628702545,0.9763428889507376,0.4577359119706568,0.7071354510321425,0.9584858453412408,0.90185546875,0.2881762960870179,0.3610327313769751,0.507717980809345,306.3438137048379,63.43942006058698,4.021443840344853,1.8144775663680948,3.2691774585583993,1.7332876874588377,0.8796572603671637,22.248153077793212,0.4764219173818438
ageratina adenophora,leaf,aqueous,aqueous extraction,102.944,oryza sativa,,6.255724493764826,4.401714747404935,5.423208247147528,17.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4451397580308719,0.0,0.4911637212404134,0.0,0.2301348283371171,0.2782505580357142,0.0,0.0,0.0,225.03394653480547,66.91160420585855,2.707652173039029,2.5605443786862097,3.1767874585861935,1.1473764824163517,1.2643435128287257,16.410282485585363,0.20678362098503306
parthenium hysterophorus,leaf,aqueous,aqueous extraction,2.4805,zea mays,,73.74395521706712,59.33513080564316,81.0601071285395,9.48,0.0,0.0,0.0,0.0,0.0,0.3799249530956848,0.0,0.5661243220692532,0.0,0.8217739246415472,0.7069469318503158,0.2713246536626048,0.0,0.0,0.0,0.0,269.7993208043825,108.13821867130738,1.4389400516022823,4.0265634117467055,5.230452087295819,2.071563420142554,1.590210471004829,19.446674898071247,0.16047083042913368
chromolaena odorata,leaf,aqueous,aqueous extraction,4.8658,oryza sativa,,70.7699750804591,61.78833570025066,79.37678157962803,16.39,0.0,0.0,0.0,0.0,0.0,0.5222013758599124,0.0,0.8850646641635379,0.0,0.406968989663221,0.0,0.2898577584209795,0.0,0.2917078683429863,0.0,0.0,247.40179728832118,85.95883854758836,2.3915833698091564,3.2285807136835865,4.403357952544774,1.0481096459381531,1.9320334925490252,18.065443367330158,0.17298555981232616
lantana camara,leaf,aqueous,aqueous extraction,0.9686,oryza sativa,,74.92844251162641,62.88057429435145,81.32981594777604,22.56,0.9294893190921228,0.7123706327707161,0.797966327721287,0.9655076495132128,0.6686143572621036,0.8379195330414843,0.938649281176864,0.392991239048811,0.8048984135819649,0.433727909303101,0.7233481006692432,0.7427141731918641,0.8380998883928572,0.4225173047040543,0.3606094808126411,0.5037546933667084,303.0676060442529,64.12269509196044,3.9213072441307,1.856144668826906,3.312327916832573,1.7472326740932314,0.9103485136871519,22.00908889913448,0.4695170076887195
acmella oleracea,aerial,ethanol,solvent extraction,2.4204,lactuca sativa,,62.60056289370737,58.82654622246915,77.50390450288626,73.09,0.0,0.0,0.0,0.0,0.0,0.6435272045028143,0.0,0.5853149770546517,0.0,0.5608536178726242,0.0,0.0,0.0,0.0,0.0,0.0,258.22815174188025,107.2886973357243,1.8455366842354834,4.013667886570342,5.386909285414523,1.3133793005779095,2.373241398844181,18.820012782524977,0.0
lantana camara,leaf,aqueous,aqueous extraction,1.0014,zea mays,,68.69749638169543,63.42257310196948,78.45213900964596,23.01,0.6721461949265687,0.7496006112384525,0.8189698283047175,0.7991655076495132,0.938230383973289,0.760371065249114,0.6793714476763624,0.4362745098039216,0.7926523796270526,0.5304268089363121,0.5565086247525686,0.7627762590928047,0.7164481026785715,0.3448227150727503,0.3558126410835214,0.6042970379641218,299.3362562700943,62.01825596934303,3.9527701805531663,1.7976594239193917,3.1820822401124236,1.7449840780063948,0.8645229576546456,21.739377623204867,0.47404607357867806
lantana camara,stem,aqueous,aqueous extraction,0.9974,zea mays,,72.64252468575218,74.33956195802111,86.11640448854989,12.33,0.8707443257676903,0.7559213725081614,0.7407901316886149,0.705702364394993,0.8879382303839733,0.9391286220554512,0.9105650284185892,0.4788277012932833,0.9707765098803228,0.4676558852950984,0.6891318691676878,0.7278876893851643,0.9146205357142856,0.3458821867495409,0.4181715575620767,0.5047976637463496,297.51096992232897,64.67159496936549,3.822044364817129,1.9180276807874101,3.3471560198129255,1.6895794074547985,0.9758256320640266,21.614991437320445,0.4500893380852354
lantana camara,leaves,methanol,solvent extraction,2.0,saccharum,,86.67943069442987,71.99548275055352,92.47964792299354,,0.7965203604806409,0.7873862610266028,0.7972995499249876,0.6976356050069541,0.6936560934891486,0.8483427141963727,0.969241056502842,0.4959324155193992,0.9034233231283052,0.4967489163054351,0.6483174663021962,0.9481536394384468,0.9854910714285714,0.3004661675377878,0.3591986455981941,0.6998331247392574,293.9490515829588,62.68606373065357,3.8387710664401506,1.8623951506641652,3.2451379034240753,1.715072154904766,0.9447163941483736,21.35863489170338,0.4532603957244285
chromolaena odorata,leaf,aqueous,aqueous extraction,9.7984,oryza sativa,,69.45098895443469,58.0595913175744,65.50279594174269,5.21,0.0,0.0,0.0,0.0,0.0,0.5182405670210549,0.0,0.7917188151856488,0.0,0.3701233744581527,0.0,0.3879442153546772,0.0,0.2787823138861421,0.0,0.0,246.18954180703207,81.11994976201669,2.5461842767217715,3.0432496199326757,4.159624427271285,1.038921381946365,1.8322756548233174,17.98891901827254,0.19935723749277556
parthenium hysterophorus,leaf,methanol,solvent extraction,5.125,oryza sativa,,65.71797937745775,58.14462864927601,72.31945688688222,59.09,0.0,0.0,0.0,0.0,0.0,0.3520950594121326,0.0,0.5516270337922403,0.0,0.8226075358452818,0.7150532566688661,0.1964509104387712,0.0,0.0,0.0,0.0,270.79745629745804,111.21285865785114,1.3114733845575717,4.14152611513032,5.368878158486059,2.1250774442935807,1.610725845698397,19.500730457767702,0.14984274855239926
eucalyptus globulus,leaf,aqueous,aqueous extraction,2.4629,triticum aestivum,,65.58772158184638,55.683606812432615,68.50176683230237,14.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4267255751917305,0.7824488641719295,0.3941991382106287,0.0,0.9108631162593588,0.9836343115124154,0.7659574468085107,225.4024421365797,48.63055965590672,2.6748223330616163,1.6962794339243943,2.293989231223689,2.1296977947399878,0.2835889044158535,16.24211662438809,0.5643311928683896
lantana camara,root,aqueous,aqueous extraction,9.8913,triticum aestivum,,82.3358189421689,64.77450791161736,77.02784867987899,17.33,0.69609479305741,0.77057720358408,0.6709451575262545,0.8125173852573017,0.9040066777963272,0.8491765686887639,0.8747910397860247,0.3824572382144347,0.68939604787086,0.5476825608536179,0.5547176925252144,0.6757169994903397,0.8703962053571428,0.2926260771295381,0.4143623024830699,0.7342511472674177,297.86131537283165,62.07041857126151,3.9242933260696073,1.7991495716232295,3.1968180177530203,1.7739723407200692,0.8836233411637797,21.63216111352623,0.46741231052513
lantana camara,leaf,aqueous,aqueous extraction,50.5484,phaseolus vulgaris,,25.3553106664674,17.10361943510947,22.97003145192862,16.31,0.7038134178905207,0.7179968048899076,0.94599099849975,0.8292072322670375,0.6840567612687813,0.8408380237648531,0.9588766298896688,0.3520025031289112,0.7951572502087393,0.5013337779259753,0.642002073711,0.9191956632534866,0.8736746651785714,0.3068229975985309,0.3900959367945824,0.6366291197329996,297.56660076598143,62.07925040055253,3.9149591713563243,1.8096056038259685,3.2064903096366755,1.7486230123329687,0.8996426827194061,21.617312866448838,0.4654712464624654
lantana camara,leaf,aqueous,aqueous extraction,10.407,phaseolus vulgaris,,66.03724147359057,56.230219166684,68.6943289267863,9.84,0.978679906542056,0.8549697853719525,0.814135689281547,0.9029207232267036,0.9476210350584308,0.8512612049197416,0.8055834169174189,0.4259491030454735,0.8124130253270248,0.5655218406135378,0.7677443679894429,0.7676875318537738,0.7735770089285714,0.4191269953383246,0.3452313769751693,0.6105548602419691,302.00261921328433,63.51456980113687,3.9149024119820703,1.839349350795679,3.255724557275264,1.7756797508846036,0.8605089324822661,21.921859076655068,0.47678212938402154
parthenium hysterophorus,leaf,aqueous,aqueous extraction,99.1292,zea mays,,8.183622819417042,6.065909710464568,7.84043828765374,12.71,0.0,0.0,0.0,0.0,0.0,0.3373983739837398,0.0,0.5818731748018356,0.0,0.8997165721907302,0.670091431803186,0.199555205485799,0.0,0.0,0.0,0.0,267.02402784918513,109.45684038384746,1.3477702202982702,4.0833577872878815,5.265640338462084,2.0823303011517327,1.609598565609123,19.239361265823753,0.1414875122950674
lantana camara,leaf,aqueous,aqueous extraction,4.8867,zea mays,,57.07880886989034,54.02122010284679,66.35787437103804,18.45,0.850216955941255,0.8537889838160727,0.8353058843140524,0.8801112656467316,0.8040484140233723,0.9958307275380448,0.9979939819458374,0.4849812265331665,0.9345950459226272,0.4539846615538512,0.6124988217551136,0.7352082657647223,0.8466099330357143,0.4001977680463343,0.3442437923250564,0.5765540258656654,301.93417212643476,64.76459667865765,3.906394206906012,1.8873496037370199,3.359438134787374,1.713030328423971,0.9741961963984116,21.936959197314003,0.45599210396281276
eucalyptus globulus,leaf,aqueous,aqueous extraction,99.1711,triticum aestivum,,8.02705995521108,5.415509096266296,6.883506792340741,18.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4125541847282427,0.7652936186256951,0.3533336422184127,0.0,0.8104252012996186,0.8563769751693002,0.6787651230705048,227.050445938182,51.02449580354379,2.593649974773486,1.789225542496194,2.4049384424953066,2.1621137938444166,0.30382361117394985,16.3510998758017,0.5555357196068275
lantana camara,leaf,ethanol,solvent extraction,1.0077,zea mays,,65.36019812410808,58.40721568555701,70.76297309926568,49.46,0.7538384512683579,0.8878238521914288,0.7062843807301218,0.980250347705146,0.96661101836394,0.9075463831561392,0.6883985289200937,0.4335627868168544,0.9404397439465628,0.4136378792930976,0.6630219624846828,0.8620673678357968,0.7578822544642857,0.4138296369543721,0.3617381489841986,0.5294117647058824,306.25756472615484,63.76847040809234,4.008571793502856,1.8316252793435748,3.2825867626585215,1.7291567884474852,0.8864012780156174,22.24159428097878,0.47802364636447126
parthenium hysterophorus,leaf,aqueous,aqueous extraction,0.9933,zea mays,,65.37435990690237,60.2963198149842,66.79356945024442,15.82,0.0,0.0,0.0,0.0,0.0,0.408692933083177,0.0,0.6287025448477264,0.0,0.7336612204068023,0.6288999905740409,0.2549691887133392,0.0,0.0,0.0,0.0,271.4754279574733,108.72815106569269,1.506714205400669,4.050082208266617,5.3053304112752055,1.986980922598457,1.68545106380761,19.589465701274577,0.15097128064038876
dalbergia sissoo,leaf,aqueous,leachate,0.0,unknown,,85.0,14.0,23.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4371088861076345,0.0,0.4216405468489496,0.3988123291544914,0.196636241486355,0.0,0.2417714366435937,0.0,0.0,250.13893280696473,91.92955941948955,1.6419474132814926,3.44542767538402,4.431201587847122,1.811515859314797,1.2569681291093222,18.03498880438559,0.27408176008706575
lantana camara,leaves,ethanol,soxhlet extraction,10.5,lantana camara,var. camara,66.08880349560337,61.5309094751003,74.60830333749969,15.2,0.9951184913217624,0.8231576022782524,0.9658276379396566,0.8264255910987482,0.6880217028380635,0.8077965395038567,0.691073219658977,0.4327284105131415,0.7442248817144448,0.527675891963988,0.5412385710246017,0.8367233470787194,0.8158482142857143,0.4230823562650092,0.3496049661399549,0.622444722569879,298.12829098356633,59.96969185812993,4.010013593056286,1.7173144261991742,3.0763018498834223,1.7164305621852995,0.8201595941334019,21.65500038947731,0.4857638089443119
lantana camara,Leaf,"aqueous, methanol, ethyl acetate, chloroform","Standard extraction method (Harborne, 1998; Nath et al., 2013)",8.0,sugarcane,,68.82180262233855,60.32012187405365,76.71400332966768,,0.6990153538050735,0.9559630478571924,0.902817136189365,0.944645340751043,0.9935308848080134,0.688138419845737,0.9926446004680708,0.3855861493533584,0.7311438908989701,0.457402467489163,0.7823546045810161,0.8456192373627394,0.9762834821428572,0.3626924706879503,0.3449492099322799,0.600125156445557,304.6917762515768,62.30612771989195,4.0066117417911595,1.7680163947309426,3.2080099803421374,1.7771620794869083,0.8258912273235245,22.117717972851583,0.4882513152045692
chromolaena odorata,leaf,aqueous,aqueous extraction,1.0076,zea mays,,78.12933233414222,68.80174192078543,80.97977457601229,8.78,0.0,0.0,0.0,0.0,0.0,0.5766103814884304,0.0,0.7996453900709221,0.0,0.419889963321107,0.0,0.3451327433628319,0.0,0.287611244526063,0.0,0.0,245.80970840627936,83.07119577760052,2.4623669479587926,3.1143193926676087,4.247557973783743,1.0544605700106562,1.8727310817606442,17.956905801456223,0.18404245253404752
lantana camara,stem,aqueous,aqueous extraction,9.9337,zea mays,,73.17982874039144,60.96541594487879,74.28316822187406,16.74,0.8483811748998664,0.7098006529138015,0.8964827471245208,0.9827538247566064,0.8103088480801336,0.7211799041067334,0.779839518555667,0.3890279516061744,0.8196493181185638,0.4382294098032677,0.5787538882081251,0.8781911689755827,0.7230747767857143,0.3776663370532561,0.3206828442437923,0.568418856904464,303.05001817788286,61.324979284616035,4.043935893288663,1.746293801837746,3.158361380848257,1.7518040689835437,0.8435437359346618,22.01203616436012,0.485105540309013
lantana camara,leaf,aqueous,aqueous extraction,0.0,zea mays,,58.47864598876157,53.84972302023652,72.46022545140222,13.42,0.9825600801068092,0.8008612905466416,0.741623603933989,0.9502086230876216,0.8011268781302171,0.9697727746508236,0.936977599465062,0.3781810596579057,0.7595324241580852,0.4510670223407802,0.5634838344801584,0.7340962794792197,0.7317243303571429,0.3480717615482412,0.3944695259593679,0.5730079265748853,304.71780960899014,63.39903940572566,4.002498403042296,1.8114200330648478,3.2800003972320977,1.7525140989889554,0.9128503136839972,22.13502553475614,0.47105188984894564
lantana camara,leaf,aqueous,aqueous extraction,0.0,triticum aestivum,,72.08878518388379,66.57268209522137,77.39742785092538,11.52,0.9977052736982644,0.7168854622490797,0.943657276212702,0.6848400556328234,0.827212020033389,0.7453616843860746,0.8520561685055166,0.4048811013767209,0.9337600890620652,0.4979159719906635,0.6600056555754548,0.945929666867442,0.6994280133928571,0.2859160898431982,0.4026523702031603,0.5148101793909053,297.70418985531217,62.27063822642139,3.9078331999295473,1.8224566722111888,3.210071660228682,1.7279564453126484,0.8967950545950121,21.62683794120253,0.4676530526927372
lantana camara,leaf,ethyl_acetate,solvent extraction,50.0321,sorghum bicolor,,23.254232997940125,16.339335644157604,21.57372299274389,30.73,0.8591455273698264,0.8949781204417586,0.6871145190865144,0.7187760778859527,0.7783806343906511,0.7669376693766938,0.6845536609829488,0.3379224030037547,0.8115780684664625,0.5768589529843281,0.5922330097087379,0.8674419682157255,0.7005440848214285,0.3591608984319819,0.3419864559819413,0.6887776387150606,298.1496030920316,61.463471973576674,3.9391614442412033,1.779154599052088,3.145961310579465,1.7645530975210137,0.8411531576339057,21.64928642432772,0.4777547241142037
ageratina adenophora,leaf,aqueous,aqueous extraction,9.9997,oryza sativa,,47.01063161051852,37.5725730255628,50.25934101554736,18.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646641635377555,0.0,0.6913971323774591,0.0,0.3331325580317843,0.2561383928571428,0.0,0.0,0.0,226.04841319895607,69.33023890822936,2.6203534353465745,2.6540002339974085,3.265992101061646,1.2358701205564062,1.2926613227086279,16.47607197298805,0.19155197378059474
tagetes erecta,root,aqueous,root extract preparation,10.0,rhus typhina,,74.08178490490843,60.69421623719904,84.06360460177012,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3595118898623279,0.0,0.4223074358119373,0.5572627014798756,0.2036324885326414,0.0,0.1942364740782596,0.0,0.0,260.70895984866047,98.95105799911516,1.405816476125419,3.689256636131988,4.7448702910298906,2.0937896793681547,1.1848957276320142,18.734383723563973,0.28314473326375067
chromolaena odorata,leaf,aqueous,aqueous extraction,51.2449,oryza sativa,,24.179704667188552,15.848146804492313,20.713283895222517,10.83,0.0,0.0,0.0,0.0,0.0,0.6794871794871795,0.0,0.727680433875678,0.0,0.3929643214404801,0.0,0.2907380808970023,0.0,0.3222912840796723,0.0,0.0,245.15419224160436,83.56524601315061,2.421533748429082,3.1225612031551617,4.288805343976694,1.0292864954229335,1.9122083393056712,17.914221245438057,0.1818343594972489
acmella oleracea,aerial,ethanol,solvent extraction,10.1306,lactuca sativa,,54.502184390561744,46.22865638207145,59.58633330113391,52.95,0.0,0.0,0.0,0.0,0.0,0.6427975818219721,0.0,0.5630997079682938,0.0,0.6532177392464155,0.0,0.0,0.0,0.0,0.0,0.0,253.81265487884204,105.53251479659843,1.811372882601773,3.951526382246064,5.248807369119817,1.3513595065631234,2.2972809868737527,18.4920098363042,0.0
lantana camara,leaf,methanol,solvent extraction,49.7151,lactuca sativa,,18.929767836510862,14.534521931509564,18.37359078674593,54.17,0.760555740987984,0.9031742724178649,0.9828304717452908,0.6981919332406119,0.7767111853088481,0.6935584740462789,0.9197592778335004,0.382665832290363,0.9649318118563874,0.5526008669556518,0.7121312093505514,0.915952369920771,0.6979631696428571,0.3919338889673683,0.2978273137697517,0.6483103879849813,298.31881479834385,63.23840912603807,3.863967404856699,1.8493331559324433,3.2554520804046296,1.7648364793212272,0.8980785969902251,21.662212744757355,0.46758807419639326
lantana camara,leaf,none,dry powder preparation,0.0,triticum turgidum,,96.6,72.92292104432262,87.78426847737671,,0.6945093457943926,0.8840730707786344,0.9573262210368396,0.8792767732962448,0.8109348914858098,0.7818428184281844,0.7011033099297893,0.4918648310387986,0.8032284998608406,0.5620206735578526,0.7849938731265905,0.8212018718435806,0.8445172991071428,0.3128266704336771,0.3086907449209932,0.5356695869837297,304.1246113988169,64.51961272046593,3.9212365299459884,1.8778900585833425,3.299812939512239,1.7658829581442652,0.8663919094174127,22.073784504693567,0.4726693687204076
acmella oleracea,aerial,ethanol,solvent extraction,4.9413,lactuca sativa,,63.90679419020786,53.16287542006378,65.15693851851918,49.33,0.0,0.0,0.0,0.0,0.0,0.7629768605378362,0.0,0.5727993324989571,0.0,0.5617705901967323,0.0,0.0,0.0,0.0,0.0,0.0,259.66341929074036,107.35746898170676,1.871783298584207,4.005812105609029,5.413710139891542,1.2960509828587434,2.407898034282513,18.933455225597825,0.0
lantana camara,stem,aqueous,aqueous extraction,2.4465,zea mays,,79.30331925793595,74.25380527526066,90.01320996253071,16.64,0.8229305740987984,0.6826422171285684,0.6946157692948824,0.7977746870653685,0.7537562604340569,0.8494892641234105,0.97592778335005,0.4797663746349603,0.9738380183690508,0.570273424474825,0.7824488641719295,0.9277208914423388,0.9244559151785714,0.327235485238028,0.3462189616252822,0.5519399249061326,296.2792066360098,65.12698130621277,3.7722501290798833,1.9515302556947178,3.3613192926058053,1.726014933834497,0.9763330432819058,21.52236073684451,0.44391343790705073
chromolaena odorata,leaf,aqueous,aqueous extraction,0.0,oryza sativa,,71.1901938844791,68.7783130145048,80.5164865979542,12.55,0.0,0.0,0.0,0.0,0.0,0.5792161767771524,0.0,0.7996453900709221,0.0,0.3550350116705568,0.0,0.2950006949914284,0.0,0.3045627913547111,0.0,0.0,247.11279716995892,84.4313719523121,2.437872047180626,3.1627696584996365,4.344586812870335,1.0216297767747617,1.9248753299213115,18.053563897218776,0.18331788923071485
lantana camara,leaves,hexane,saponification with aqueous potassium hydroxide,0.013,unknown,,75.31737530121246,73.27088025586794,92.42772574838236,,0.6791972630173565,0.8842814475237897,0.9411568594765796,0.7237830319888734,0.7168196994991654,0.8451115280383574,0.6912403878301571,0.3425114726741761,0.6682438074032842,0.4874124708236079,0.7323027618060137,0.9651114302923596,0.7178431919642857,0.406695860997316,0.3038939051918736,0.5246141009595329,300.49332698016815,62.19928880367091,3.933344076143993,1.8013707808486852,3.185662220679182,1.7448034288041658,0.8335704690100827,21.816026375965144,0.483236232040069
eucalyptus globulus,leaf,aqueous,aqueous extraction,92.7032,hordeum vulgare,,7.285127633006532,5.694261990876949,7.126792995722934,9.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3594531510503501,0.831558111037798,0.3816429597368299,0.0,0.687950275462636,0.8148984198645598,0.8842302878598248,228.62359789280612,52.402126140481386,2.555906491957605,1.8585564319977066,2.4843598671391525,2.354165396480891,0.30078068405735914,16.44467936344631,0.5545263730094065
